,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
415,Deon Butler\ButlDe00,SEA,WR,25,5,0,0,0,0,0,0,0,0,,0,7,6,51,8.5,0,5,11.1,8.1,,156,
416,Zach Potter\PottZa99,JAX,TE,25,15,7,0,0,0,0,0,0,0,,0,7,5,50,10,0,5,10,7.5,,73,
417,Tyler Clutts\ClutTy00,CHI,WR,27,16,8,0,0,0,0,0,0,0,,0,10,8,48,6,0,5,12.3,7.8,,158,
418,LaQuan Williams\WillLa01,BAL,WR,23,12,0,0,0,0,0,0,0,0,,0,12,4,46,11.5,0,5,7.6,4.6,,160,
419,Matt Slater*\SlatMa00,NWE,WR,26,16,3,0,0,0,0,0,0,0,,0,3,1,46,46,0,5,5.1,4.1,,159,
420,Brody Eldridge\EldrBr00,IND,TE,24,13,8,0,0,0,0,0,0,0,,0,10,9,45,5,0,5,13.5,9,,74,
421,Danny Amendola\AmenDa00,STL,WR,26,1,1,0,0,0,0,0,0,0,,0,6,5,45,9,0,5,9,6,,161,
422,Jerome Felton\FeltJe00,2TM,RB,25,14,3,0,0,0,0,0,3,10,3.33,0,7,4,40,10,0,5,9,7,,129,
423,Stefan Logan\LogaSt00,DET,WR,30,16,1,0,0,0,0,0,9,32,3.56,0,1,1,19,19,0,5,3.1,-0.4,,157,
424,Armando Allen\AlleAr00,CHI,RB,22,2,0,0,0,0,0,0,15,48,3.2,0,1,0,0,,0,5,4.8,4.8,,130,
425,Chris Redman\RedmCh00,ATL,QB,34,5,0,18,28,188,0,1,5,-6,-1.2,0,0,0,0,,0,5,5.9,5.9,,60,
426,Will Heller\HellWi00,DET,TE,30,16,7,0,0,0,0,0,0,0,,0,12,6,42,7,0,4,10.2,7.2,,75,
427,Kassim Osgood\OsgoKa00,JAX,WR,31,12,2,0,0,0,0,0,0,0,,0,11,5,42,8.4,0,4,9.2,6.7,,162,
428,Mike Caussin\CausMi00,BUF,TE,24,6,2,0,0,0,0,0,0,0,,0,6,5,41,8.2,0,4,9.1,6.6,,76,
429,Zack Pianalto\PianZa00,TAM,TE,22,13,0,0,0,0,0,0,0,0,,0,5,4,40,10,0,4,8,6,,77,
430,Chansi Stuckey\StucCh20,ARI,WR,28,9,0,0,0,0,0,0,0,0,,0,8,4,39,9.75,0,4,7.4,4.9,,164,
431,Tony Fiammetta\FiamTo00,DAL,RB,25,10,6,0,0,0,0,0,4,4,1,0,5,3,39,13,0,4,7.3,5.8,,132,
432,Taylor Price\PricTa00,2TM,WR,24,5,0,0,0,0,0,0,0,0,,0,4,2,39,19.5,0,4,5.9,4.9,,165,
433,Stephen Burton\BurtSt00,MIN,WR,22,3,0,0,0,0,0,0,0,0,,0,3,2,38,19,0,4,5.8,4.8,,166,
434,Devin Thomas\ThomDe02,NYG,WR,25,16,0,0,0,0,0,0,0,0,,0,3,3,37,12.33,0,4,6.7,5.2,,167,
435,DeMarco Sampson\SampDe00,ARI,WR,26,12,0,0,0,0,0,0,0,0,,0,8,3,36,12,0,4,6.6,5.1,,168,
436,Andrew Quarless\QuarAn00,GNB,TE,23,10,2,0,0,0,0,0,0,0,,0,4,3,36,12,0,4,6.6,5.1,,78,
437,Jeff Cumberland\CumbJe00,NYJ,TE,24,3,0,0,0,0,0,0,0,0,,0,5,2,35,17.5,0,4,5.5,4.5,,79,
438,Julian Edelman\EdelJu00,NWE,WR,25,13,0,0,0,0,0,0,4,8,2,0,9,4,34,8.5,0,4,12.7,9.2,,163,
439,Owen Schmitt\SchmOw00,PHI,RB,26,16,5,0,0,0,0,0,4,6,1.5,0,7,3,32,10.67,0,4,6.8,5.3,,136,
440,Owen Marecic\MareOw00,CLE,RB,23,14,4,0,0,0,0,0,4,8,2,0,7,5,31,6.2,0,4,8.4,5.4,,135,
441,Jerome Harrison\HarrJe00,DET,RB,28,4,0,0,0,0,0,0,14,41,2.93,0,2,1,3,3,0,4,5.4,4.9,,131,
442,Montell Owens*\OwenMo01,JAX,RB,27,13,0,0,0,0,0,0,10,39,3.9,0,3,2,2,1,0,4,6.1,5.1,,134,
443,Jerious Norwood\NorwJe00,STL,RB,28,9,0,0,1,0,0,1,24,61,2.54,0,1,0,0,,0,4,5.1,5.1,,133,
444,Kyle Boller\BollKy00,OAK,QB,30,2,1,15,28,161,0,3,9,38,4.22,0,0,0,0,,0,4,5.7,4.2,,61,
445,Johnny White\WhitJo01,BUF,RB,23,12,0,0,0,0,0,0,12,38,3.17,0,4,1,-3,-3,0,4,4.5,4,,137,
446,Jordan Cameron\CameJo00,CLE,TE,23,8,2,0,0,0,0,0,0,0,,0,13,6,33,5.5,0,3,9.3,6.3,,80,
447,Kory Sperry\SperKo00,SDG,TE,26,16,4,0,0,0,0,0,0,0,,0,5,1,32,32,0,3,4.2,3.7,,81,
448,Carlton Mitchell\MitcCa00,CLE,WR,23,11,0,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,3,6.1,4.6,,171,
449,Adrian Arrington\ArriAd00,NOR,WR,26,4,0,0,0,0,0,0,0,0,,0,3,2,31,15.5,0,3,5.1,4.1,,170,
450,Tiquan Underwood\UndeTi00,NWE,WR,24,6,0,0,0,0,0,0,0,0,,0,6,3,30,10,0,3,6,4.5,,173,
451,Kris Durham\DurhKr00,SEA,WR,23,3,0,0,0,0,0,0,0,0,,0,4,3,30,10,0,3,6,4.5,,172,
452,Quinn Johnson\JohnQu00,TEN,RB,25,4,1,0,0,0,0,0,0,0,,0,3,3,30,10,0,3,6,4.5,,138,
453,Lawrence Vickers\VickLa00,HOU,RB,28,14,1,0,0,0,0,0,1,0,0,0,8,4,29,7.25,0,3,6.9,4.9,,141,
454,Ryan Whalen\WhalRy00,CIN,WR,22,4,0,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,3,6.7,4.7,,175,
455,Bryan Walters\WaltBr00,SDG,WR,24,4,0,0,0,0,0,0,0,0,,0,4,3,27,9,0,3,5.7,4.2,,176,
456,Kevin Brock\BrocKe00,BUF,TE,25,2,0,0,0,0,0,0,0,0,,0,2,2,27,13.5,0,3,4.7,3.7,,82,
457,Anthony Becht\BechAn00,KAN,TE,34,9,5,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,3,5.6,4.1,,83,
458,Mark Clayton\ClayMa01,STL,WR,29,2,1,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,3,5.6,4.1,,177,
459,Brian Robiskie\RobiBr00,CLE,WR,24,6,2,0,0,0,0,0,0,0,,0,9,3,25,8.33,0,3,5.5,4,,178,
460,Niles Paul\PaulNi00,WAS,WR,22,13,2,0,0,0,0,0,1,7,7,0,5,2,25,12.5,0,3,5.2,4.2,,169,
461,Jim Dray\DrayJi00,ARI,TE,25,10,0,0,0,0,0,0,0,0,,0,5,2,25,12.5,0,3,4.5,3.5,,84,
462,Marc Mariani\MariMa00,TEN,WR,24,16,0,0,0,0,0,0,1,4,4,0,12,5,24,4.8,0,3,13.3,10.3,,174,
463,Manase Tonga\TongMa00,OAK,RB,27,11,3,0,0,0,0,0,1,12,12,0,4,3,18,6,0,3,6,4.5,,139,
464,Da'Rel Scott\ScotDa01,NYG,RB,23,11,0,0,0,0,0,0,5,16,3.2,0,2,2,13,6.5,0,3,4.4,2.9,,140,
465,Bilal Powell\PoweBi00,NYJ,RB,23,2,0,0,0,0,0,0,13,21,1.62,0,1,1,7,7,0,3,3.3,2.3,,142,
466,J.P. Losman\LosmJ.00,MIA,QB,30,2,0,6,10,60,0,0,2,1,0.5,0,0,0,0,,0,3,2,1.5,,63,
467,Jon Kitna\KitnJo00,DAL,QB,39,3,0,6,10,87,1,2,3,-2,-0.67,0,0,0,0,,0,3,5.3,5.3,,62,
468,Virgil Green\GreeVi00,DEN,TE,23,15,3,0,0,0,0,0,0,0,,0,5,3,24,8,0,2,5.4,3.9,,86,
469,Garrett Graham\GrahGa00,HOU,TE,25,7,0,0,0,0,0,0,0,0,,0,2,1,24,24,0,2,3.4,2.9,,85,
470,Chris Pressley\PresCh00,CIN,RB,25,15,10,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,2,4.9,3.4,,145,
471,Clyde Gates\GateCl00,MIA,WR,25,15,0,0,0,0,0,0,1,4,4,0,,2,19,9.5,0,2,4.3,3.3,,179,
472,Justin Peelle\PeelJu00,SFO,TE,32,14,2,0,0,0,0,0,0,0,,0,4,1,19,19,0,2,2.9,2.4,,87,
473,Eddie Williams\WillEd00,3TM,RB,24,13,7,0,0,0,0,0,2,2,1,0,1,1,17,17,0,2,2.9,2.4,,146,
474,David Thomas\ThomDa02,NOR,TE,28,5,2,0,0,0,0,0,0,0,,0,9,5,16,3.2,0,2,6.6,4.1,,88,
475,Roscoe Parrish\ParrRo00,BUF,WR,29,2,2,0,0,0,0,0,0,0,,0,4,1,16,16,0,2,2.6,2.1,,180,
476,Brett Swain\SwaiBr00,SFO,WR,26,5,1,0,0,0,0,0,0,0,,0,7,2,15,7.5,0,2,3.5,2.5,,182,
477,Mike Sellers\SellMi00,WAS,TE,36,12,0,0,0,0,0,0,0,0,,0,2,1,15,15,0,2,2.5,2,,89,
478,Brock Bolen\BoleBr00,JAX,RB,26,13,0,0,0,0,0,0,2,14,7,0,5,2,6,3,0,2,4,3,,144,
479,Alex Green\GreeAl00,GNB,RB,23,4,0,0,0,0,0,0,3,11,3.67,0,1,1,6,6,0,2,2.7,2.2,,147,
480,Thomas Clayton\ClayTh00,CLE,RB,27,3,0,0,0,0,0,0,8,12,1.5,0,1,1,3,3,0,2,2.5,2,,149,
481,David Reed\ReedDa00,BAL,WR,24,11,0,0,0,0,0,0,1,16,16,0,2,0,0,,0,2,0.1,-1.4,,181,
482,Cedric Peerman\PeerCe00,CIN,RB,25,15,0,0,0,0,0,0,3,15,5,0,1,0,0,,0,2,1.5,1.5,,148,
483,Josh Vaughan\VaugJo01,CAR,RB,25,7,0,0,0,0,0,0,7,24,3.43,0,0,0,0,,0,2,2.4,2.4,,143,
484,Jordan Shipley\ShipJo00,CIN,WR,26,2,0,0,0,0,0,0,0,0,,0,5,4,14,3.5,0,1,4.9,2.4,,183,
485,David Ausberry\AusbDa00,OAK,TE,24,12,1,0,0,0,0,0,1,-2,-2,0,2,2,14,7,0,1,3.2,2.2,,91,
486,Micheal Spurlock\SpurMi00,TAM,WR,28,12,0,0,1,0,0,0,0,0,,0,6,2,13,6.5,0,1,3.3,2.3,,184,
487,D.J. Williams\WillD.00,GNB,TE,23,13,0,0,0,0,0,0,0,0,,0,4,2,13,6.5,0,1,3.3,2.3,,90,
488,Chauncey Washington\WashCh00,DAL,RB,26,2,0,0,0,0,0,0,1,-1,-1,0,3,2,13,6.5,0,1,3.2,2.2,,152,
489,Reagan Maui'a\MauiRe00,ARI,RB,27,3,3,0,0,0,0,0,0,0,,0,1,1,12,12,0,1,2.2,1.7,,151,
490,Lee Smith\SmitLe00,BUF,TE,24,10,3,0,0,0,0,0,0,0,,0,4,4,11,2.75,0,1,5.1,3.1,,92,
491,Anthony Hill\HillAn00,IND,TE,26,7,2,0,0,0,0,0,0,0,,0,3,2,10,5,0,1,3,2,,93,
492,Emmanuel Arceneaux\ArceEm00,MIN,WR,24,3,0,0,0,0,0,0,0,0,,0,2,1,10,10,0,1,2,1.5,,185,
493,Aaron Brown\BrowAa00,DET,RB,26,1,0,0,0,0,0,0,1,0,0,0,1,1,9,9,0,1,1.9,1.4,,153,
494,Shaun Chapas\ChapSh00,DAL,RB,23,3,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,1,1.9,1.4,,154,
495,Mike Cox\Cox_Mi20,ATL,TE,26,9,5,0,0,0,0,0,0,0,,0,3,2,8,4,0,1,2.3,0.8,,94,
496,Maurice Stovall\StovMa00,DET,WR,26,15,0,0,0,0,0,0,0,0,,0,3,1,8,8,0,1,1.8,1.3,,188,
497,Jeron Mastrud\MastJe20,MIA,TE,24,14,3,0,0,0,0,0,0,0,,0,2,1,8,8,0,1,1.8,1.3,,95,
498,Nick Miller\MillNi00,2TM,WR,24,8,0,0,0,0,0,0,0,0,,0,1,1,8,8,0,1,7.8,7.3,,187,
499,Ryan D'Imperio\DImpRy00,MIN,RB,24,12,1,0,0,0,0,0,0,0,,0,6,2,7,3.5,0,1,2.7,1.7,,156,
500,Brandon Stokley\StokBr00,NYG,WR,35,2,0,0,0,0,0,0,0,0,,0,3,1,7,7,0,1,1.7,1.2,,189,
501,Reggie Kelly\KellRe00,ATL,TE,34,16,2,0,0,0,0,0,0,0,,0,2,1,7,7,0,1,1.7,1.2,,96,
502,Julius Thomas\ThomJu00,DEN,TE,23,5,1,0,0,0,0,0,0,0,,0,7,1,5,5,0,1,1.5,1,,97,
503,Allen Reisner\ReisAl00,MIN,TE,23,6,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,1,1.5,1,,98,
504,Ryan Mahaffey\MahaRy00,IND,RB,24,5,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,1,1.5,1,,157,
505,Jeremy Horne\HornJe00,KAN,WR,25,9,0,0,0,0,0,0,1,5,5,0,2,0,0,,0,1,0.5,0.5,,191,
506,Allen Bradford\BradAl00,TAM,RB,23,1,0,0,0,0,0,0,5,13,2.6,0,0,0,0,,0,1,1.3,1.3,,150,
507,Anthony Allen\AlleAn01,BAL,RB,23,5,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,1,0.8,0.8,,155,
508,George Wilson\WilsGe01,BUF,WR,30,13,13,0,0,0,0,0,1,6,6,0,0,0,0,,0,1,0.6,0.6,,190,
509,Armanti Edwards\EdwaAr00,CAR,WR,23,16,0,1,1,11,0,0,1,5,5,0,0,0,0,,0,1,0.9,0.9,,186,
510,Tyrod Taylor\TaylTy00,BAL,QB,22,3,0,1,1,18,0,0,1,2,2,0,0,0,0,,0,1,0.9,0.9,,67,
511,Mark Brunell\BrunMa00,NYJ,QB,41,16,0,1,3,27,0,0,0,0,,0,0,0,0,,0,1,1.1,1.1,,66,
512,Shaun Hill\HillSh00,DET,QB,31,2,0,2,3,33,0,0,1,-1,-1,0,0,0,0,,0,1,1.2,1.2,,64,
513,Colin Kaepernick\KaepCo00,SFO,QB,24,3,0,3,5,35,0,0,2,-2,-1,0,0,0,0,,0,1,1.2,1.2,,65,
514,Brian Hoyer\HoyeBr00,NWE,QB,26,3,0,1,1,22,0,0,4,-3,-0.75,0,0,0,0,,0,1,0.6,0.6,,69,
515,Chase Daniel\DaniCh00,NOR,QB,25,16,0,4,5,29,0,0,3,-3,-1,0,0,0,0,,0,1,0.9,0.9,,68,
516,Billy Volek\VoleBi00,SDG,QB,35,2,0,0,0,0,0,0,5,-5,-1,0,0,0,0,,0,-1,-0.5,-0.5,,76,
517,Jim Kleinsasser\KleiJi00,MIN,TE,34,16,11,0,0,0,0,0,0,0,,0,6,1,4,4,0,,1.4,0.9,,99,
518,Mike Goodson\GoodMi00,CAR,RB,24,4,0,0,0,0,0,0,0,0,,0,3,1,4,4,0,,1.4,0.9,,158,
519,Seyi Ajirotutu\AjirSe00,CAR,WR,24,14,0,0,0,0,0,0,0,0,,0,2,1,4,4,0,,1.4,0.9,,192,
520,Michael Higgins\HiggMi00,NOR,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,4,4,0,,1.4,0.9,,100,
521,Corey McIntyre\McInCo00,BUF,RB,32,16,1,0,0,0,0,0,0,0,,0,1,1,4,4,0,,1.4,0.9,,159,
522,Stephen Spach\SpacSt00,STL,TE,29,10,1,0,0,0,0,0,0,0,,0,3,2,2,1,0,,2.2,1.2,,101,
523,Richard Gordon\GordRi00,OAK,TE,24,14,1,0,0,0,0,0,0,0,,0,1,1,2,2,0,,1.2,0.7,,102,
524,Steve Maneri\ManeSt00,KAN,TE,23,6,1,0,0,0,0,0,0,0,,0,2,1,1,1,0,,1.1,0.6,,103,
525,Collin Franklin\FranCo00,TAM,,23,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,105,
526,Richard Goodman\GoodRi00,SDG,,24,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,6,6,,211,
527,Tandon Doss\DossTa00,BAL,,22,6,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,203,
528,Jerrel Jernigan\JernJe00,NYG,,22,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,201,
529,Anthony Gonzalez\GonzAn00,IND,,27,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,202,
530,Armond Smith\SmitAr00,CLE,RB,25,3,0,0,0,0,0,0,3,2,0.67,0,1,0,0,,0,,0.2,0.2,,160,
531,Fendi Onobun\OnobFe00,JAX,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,120,
532,Will Yeatman\YeatWi00,MIA,,23,3,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,110,
533,Martin Rucker\RuckMa00,2TM,,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,115,
534,Arnaz Battle\BattAr00,PIT,,31,10,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,213,
535,Kerry Meier\MeieKe00,ATL,,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,205,
536,Jeff Maehl\MaehJe00,HOU,,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,197,
537,Michael Clayton\ClayMi00,NYG,,29,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,204,
538,Joe Hastings\HastJo00,SFO,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,195,
539,Jamar Newsome\NewsJa00,JAX,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,193,
540,Tyler Thigpen\ThigTy00,BUF,QB,27,3,0,3,8,25,0,1,1,8,8,0,0,0,0,,0,,0.8,0.8,,75,
541,Larry Johnson\JohnLa00,MIA,RB,32,1,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,,0.2,0.2,,161,
542,Marquis Johnson\JohnMa99,STL,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,2,75
543,Korey Hall\HallKo99,NOR,,28,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,1,76
544,Kris Wilson\WilsKr00,BAL,,30,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,108,
545,Nate Solder\SoldNa00,NWE,,23,16,13,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,112,
546,Dan Gronkowski\GronDa00,2TM,,26,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,116,
547,Justin Snow\SnowJu00,IND,,35,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,119,
548,Mike Leach\LeacMi00,ARI,,35,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,114,
549,Ben Hartsock\HartBe00,CAR,,31,15,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,109,
550,Tom Brandstater\BranTo00,STL,QB,27,1,0,0,2,0,0,0,0,0,,0,0,0,0,,0,,,,,72,
551,Terrelle Pryor\PryoTe00,OAK,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,71,
552,Mike Kafka\KafkMi00,PHI,QB,24,4,0,11,16,107,0,2,3,0,0,0,0,0,0,,0,,2.3,2.3,,70,
553,Julius Pruitt\PruiJu00,MIA,,26,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,199,
554,Dominique Byrd\ByrdDo00,2TM,,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,118,
555,Dominique Curry\CurrDo00,STL,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,215,
556,Kamar Aiken\AikeKa00,BUF,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,207,
557,Marlon Moore\MoorMa02,MIA,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,209,
558,Courtney Roby\RobyCo00,NOR,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,-0.5,-1,,208,
559,Elbert Mack\MackEl20,TAM,,25,16,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,210,
560,Brandon Tate\TateBr00,CIN,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,4.5,3,,214,
561,Chris Gronkowski\GronCh00,IND,,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,164,
562,Lousaka Polite\PoliLo00,NWE,,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,162,
563,Antone Smith\SmitAn01,ATL,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,167,
564,Derek Anderson\AndeDe00,CAR,QB,28,2,0,0,0,0,0,0,2,-2,-1,0,0,0,0,,0,,-0.2,-0.2,,74,
565,Moran Norris\NorrMo00,SFO,,33,5,2,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,3,78
566,Joe Zelenka\ZeleJo00,ATL,,35,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,106,
567,Clark Harris\HarrCl20,CIN,,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,117,
568,Brian Jennings\JennBr00,SFO,,35,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,107,
569,Jameson Konz\KonzJa00,SEA,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,104,
570,Rudy Carpenter\CarpRu00,TAM,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,73,
571,Max Komar\KomaMa00,CHI,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,196,
572,Kevin Cone\ConeKe00,ATL,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,200,
573,Richard Quinn\QuinRi00,WAS,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,111,
574,Roberto Wallace\WallRo01,MIA,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,194,
575,Darvin Adams\AdamDa00,CAR,,21,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,206,
576,Jaymar Johnson\JohnJa01,ARI,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,198,
577,Rob Myers\MyerRo00,WAS,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,113,
578,Richard Medlin\MedlRi00,MIA,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,165,
579,Darren Evans\EvanDa00,IND,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,166,
580,Shaun Draughn\DrauSh00,KAN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,163,
581,Stephen Williams\WillSt01,ARI,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,212,
